name,death_cause,date,agency_name,state,state_name
Police Officer Irma C. Ruiz,Gunfire,1988-09-22,Chicago Police Department,IL,Illinois
Detective Richard Lee Samuels,Heart attack,1988-09-22,Spotsylvania County Sheriff's Office,VA,Virginia
Officer Robert Lyle Hawk,Vehicular assault,1988-09-23,Tempe Police Department,AZ,Arizona
Deputy Sheriff Joe Kenneth Cosby,Gunfire,1988-09-30,Panola County Sheriff's Department,MS,Mississippi
Officer Edward Michael Setzer,Gunfire,1988-09-30,Lower Merion Township Police Department,PA,Pennsylvania
Patrolman Jackie Lewis Phillips,Automobile accident,1988-10-01,Bristol Police Department,TN,Tennessee
Officer Walter Stephens Taylor,Automobile accident,1988-10-05,Fort Worth Police Department,TX,Texas
Assistant District Attorney Timothy John Burvid,Automobile accident,1988-10-06,Erie County District Attorney's Office,NY,New York
"Lieutenant James William Lance, Jr.",Gunfire,1988-10-07,Southaven Police Department,MS,Mississippi
Police Officer Marc Alan Kahre,Gunfire,1988-10-11,Las Vegas Metropolitan Police Department,NV,Nevada
Officer Robert Terrell Roulston,Motorcycle accident,1988-10-16,Anaheim Police Department,CA,California
Lieutenant James L. Schmit,Gunfire,1988-10-17,Detroit Police Department,MI,Michigan
Police Officer Frank E. Walls,Gunfire,1988-10-17,Detroit Police Department,MI,Michigan
Deputy Sheriff Lester Threatts,Heart attack,1988-10-18,Acadia Parish Sheriff's Office,LA,Louisiana
Police Officer Christopher G. Hoban,Gunfire,1988-10-18,New York City Police Department,NY,New York
Police Officer Michael J. Buczek,Gunfire,1988-10-18,New York City Police Department,NY,New York
Deputy Sheriff James Daniel McSweeney,Other,1988-10-24,Los Angeles County Sheriff's Department,CA,California
"Investigator Michael David Davis, Sr.",Other,1988-10-24,Riverside County Sheriff's Department,CA,California
Deputy Sheriff Roy Allan Chester,Other,1988-10-24,Los Angeles County Sheriff's Department,CA,California
Sergeant Richard Grijalva Romero,Other,1988-10-24,Imperial County Sheriff's Office,CA,California
Deputy Sheriff Mark Steven Tonkin,Other,1988-10-24,Orange County Sheriff's Department,CA,California
"Corrections Employee Suon  ""Sonny"" Troeung",Assault,1988-10-27,Illinois Department of Corrections,IL,Illinois
Police Officer David Vasquez,Struck by vehicle,1988-10-28,Cathedral City Police Department,CA,California
Staff Sergeant Ralph R. Newell,Automobile accident,1988-10-28,Mississippi Department of Public Safety - Highway Patrol,MS,Mississippi
Trooper George Tillman Radford,Gunfire,1988-10-29,South Carolina Highway Patrol,SC,South Carolina
Officer Paul Giles Boirie,Gunfire,1988-10-31,Puerto Rico Police Department,PR,Puerto Rico
Officer Ralph Dean,Gunfire,1988-11-01,Mize Police Department,MS,Mississippi
Officer Timothy M. Shepard,Other,1988-11-02,Pittsfield Police Department,MA,Massachusetts
"Sergeant Brant Allen ""Butch"" Nine",Gunfire,1988-11-03,Nappanee Police Department,IN,Indiana
Officer Doreen E. McCumber,Struck by vehicle,1988-11-04,Chatham County Police Department,GA,Georgia
Patrolman Dane L. Rowe,Struck by vehicle,1988-11-05,Madison Township Police Department,OH,Ohio
Police Officer Lawrence Ray Noblitt,Gunfire,1988-11-07,Conway Police Department,AR,Arkansas
Sergeant John Lee Martin,Gunfire,1988-11-07,Lee County Sheriff's Office,VA,Virginia
Chief Deputy Sheriff David W. Jones,Gunfire,1988-11-09,Comanche County Sheriff's Department,TX,Texas
Deputy Sheriff Rick Bill Bauguess,Struck by vehicle,1988-11-10,Rowan County Sheriff's Office,NC,North Carolina
Deputy Sheriff Albert Duane Clark,Automobile accident,1988-11-16,Dougherty County Sheriff's Office,GA,Georgia
Captain Thomas Mitchell Williamson,Automobile accident,1988-11-16,Dougherty County Sheriff's Office,GA,Georgia
"Sergeant Richard Charles Swan, Sr.",Struck by vehicle,1988-11-16,Klamath Falls Police Department,OR,Oregon
Lieutenant Roger D. Snyder,Struck by vehicle,1988-11-19,Kingston Fire Police Department,NY,New York
Corporal Gerald Kevin Simmons,Gunfire,1988-11-21,East Baton Rouge Parish Sheriff's Office,LA,Louisiana
Police Officer Charles E. Beasley,Gunfire,1988-11-22,Detroit Police Department,MI,Michigan
Deputy Sheriff Joseph Matthew Angelucci,Gunfire,1988-11-23,Fayette County Sheriff's Department,KY,Kentucky
Police Officer Richard Allen Boles,Gunfire,1988-11-28,Metro-Dade Police Department,FL,Florida
Police Officer David Henry Strzalkowski,Gunfire,1988-11-28,Metro-Dade Police Department,FL,Florida
Deputy Sheriff Thomas J. Brown,Other,1988-11-28,Robertson County Sheriff's Department,TX,Texas
Deputy Sheriff Richard L. Rose,Gunfire,1988-11-29,Tipton County Sheriff's Office,TN,Tennessee
Deputy Sheriff Gary Lee Johnson,Automobile accident,1988-12-02,Esmeralda County Sheriff's Office,NV,Nevada
Deputy Sheriff Donald Ray Cook,Vehicular assault,1988-12-03,Escambia County Sheriff's Office,FL,Florida
Patrolman Antonio Portillo Garcia,Automobile accident,1988-12-04,San Antonio Police Department,TX,Texas
Game Warden Robert M. May,Motorcycle accident,1988-12-06,"Montana Department of Fish, Wildlife and Parks",MT,Montana
Police Officer David Lee Hofmeyer,Automobile accident,1988-12-12,Los Angeles Police Department,CA,California
Police Officer Manuel Gutierrez,Automobile accident,1988-12-12,Los Angeles Police Department,CA,California
Police Officer Derrick Christopher Connor,Automobile accident,1988-12-12,Los Angeles Police Department,CA,California
"Corporal Lawrence Rudy Cadena, Sr.",Gunfire,1988-12-13,Dallas Police Department,TX,Texas
"Officer Charles Ray Shinholser, Jr.",Struck by vehicle,1988-12-14,Jacksonville Sheriff's Office,FL,Florida
Lieutenant Thomas L. Kerney,Automobile accident,1988-12-15,Leesville Police Department,SC,South Carolina
Trooper Johnny Montague Edrington,Gunfire,1988-12-21,Kentucky State Police,KY,Kentucky
Lieutenant Thurman Earl Sharp,Gunfire,1988-12-25,Marion County Sheriff's Department,IN,Indiana
Sergeant Dale R. McLaughlin,Gunfire,1988-12-26,Adams County Sheriff's Office,CO,Colorado
Patrolman Patricia R. Calderon,Other,1988-12-27,San Antonio Police Department,TX,Texas
Deputy Sheriff Oscar Freeman Carpenter,Other,1988-12-29,Taylor County Sheriff's Office,GA,Georgia
"Police Officer Porfirio Soto, Jr.",Gunfire,1988-12-30,Tampa Police Department,FL,Florida
Constable Dan Stanley Mitchell,Heart attack,1989-01-01,Broomfield Township Police Department,MI,Michigan
"Deputy Sheriff Robert William Varner, Jr.",Gunfire,1989-01-02,Navajo County Sheriff's Office,AZ,Arizona
"Deputy Sheriff Morgan Lamar Briggs, Sr.",Heart attack,1989-01-02,Grant Parish Sheriff's Office,LA,Louisiana
Policeman William Acevedo-Martinez,Assault,1989-01-03,Puerto Rico Police Department,PR,Puerto Rico
Deputy Sheriff Frank Nelson Seton,Other,1989-01-04,Orange County Sheriff's Office,FL,Florida
Police Officer Samuel R. Wilson,Heart attack,1989-01-04,Jersey City Police Department,NJ,New Jersey
Deputy Sheriff Suzanne Lee Kays,Gunfire,1989-01-04,Dallas County Sheriff's Department,TX,Texas
Chief of Police Billy Wilson Yant,Gunfire,1989-01-06,Verona Police Department,MS,Mississippi
"Officer Frank W. Pysher, Jr.",Gunfire,1989-01-10,Jefferson County Police Department,KY,Kentucky
Juvenile Officer Charles F. West,Gunfire,1989-01-10,Jackson County Sheriff's Office,MO,Missouri
Officer Lisa Louise Sandel,Vehicle pursuit,1989-01-13,Dallas Police Department,TX,Texas
Officer Mark Lewis Fleming,Vehicle pursuit,1989-01-14,Dallas Police Department,TX,Texas
"Corrections Director James Michael ""Mike"" Francke",Other,1989-01-17,Oregon Department of Corrections,OR,Oregon
Officer Gordon A. Silva,Gunfire,1989-01-20,San Jose Police Department,CA,California
Officer Gene Ronald Simpson,Gunfire,1989-01-20,San Jose Police Department,CA,California
"Lieutenant Curtis William Denton, Jr.",Gunfire,1989-01-25,Jefferson Parish Sheriff's Office,LA,Louisiana
Police Officer Layne Bruce Cook,Gunfire,1989-01-27,Atlanta Police Department,GA,Georgia
Policeman Luis F. Rios-Rivera,Gunfire,1989-01-27,Puerto Rico Police Department,PR,Puerto Rico
Auxiliary Sergeant Noel R. T. Faide,Vehicular assault,1989-01-29,New York City Police Department - Auxiliary Police Section,NY,New York
Auxiliary Sergeant Larry L. Cohen,Vehicular assault,1989-01-29,New York City Police Department - Auxiliary Police Section,NY,New York
Deputy Sheriff David Michael Goddard,Automobile accident,1989-02-02,Polk County Sheriff's Office,FL,Florida
Assistant Chief of Police Corbett W. Penton,Heart attack,1989-02-06,Franklinton Police Department,LA,Louisiana
"Deputy Sheriff Theodore L. Beckmann, Jr.",Vehicular assault,1989-02-08,San Diego County Sheriff's Department,CA,California
Patrolman John Machuca,Vehicular assault,1989-02-10,Cornwall Police Department,NY,New York
"Officer Dewey Wayne Dorsey, Sr.",Automobile accident,1989-02-11,Athens Police Department,AL,Alabama
Deputy Sheriff Timothy L. Wells,Other,1989-02-11,Williams County Sheriff's Department,ND,North Dakota
Detective Alexander Finlayson Mavity,Gunfire,1989-02-14,Billings Police Department,MT,Montana
Police Officer Stephen Franklin House,Gunfire,1989-02-15,Titusville Police Department,FL,Florida
Deputy Sheriff John Dean Landrum,Gunfire,1989-02-15,Edgar County Sheriff's Department,IL,Illinois
Trooper Clark Kent Simpson,Automobile accident,1989-02-18,Arkansas State Police,AR,Arkansas
Detective Jimmy Allen Kinney,Gunfire,1989-02-20,Sabine Parish Sheriff's Department,LA,Louisiana
Trooper Jerry Lynn Hines,Gunfire,1989-02-20,Virginia State Police,VA,Virginia
Correctional Officer Anthony Acosta,Gunfire,1989-02-22,Hampden County Sheriff's Department,MA,Massachusetts
Patrolman Bobby Joe Biggert,Gunfire,1989-02-24,Jackson Police Department,MS,Mississippi
"Officer Robert Townes Martinez, Jr.",Automobile accident,1989-02-25,Austin Police Department,TX,Texas
Corporal George Don Peeler,Automobile accident,1989-02-26,South Carolina Department of Natural Resources,SC,South Carolina
Lieutenant John C. Helmick,Automobile accident,1989-02-27,California Highway Patrol,CA,California
Chief of Police James Donald Miller,Struck by vehicle,1989-03-02,Shelley Police Department,ID,Idaho
Deputy Sheriff Richard Robert McHale,Gunfire,1989-03-03,Kern County Sheriff's Department,CA,California
Police Officer Robert E. Machate,Gunfire,1989-03-03,New York City Police Department,NY,New York
Special Officer Harold F. Leary,Struck by vehicle,1989-03-04,Lincoln Police Department,MA,Massachusetts
Police Officer Jane E. Thompson-Bowman,Gunfire,1989-03-09,Columbus Division of Police,OH,Ohio
Police Officer Vikki Elaine Hubbard,Vehicle pursuit,1989-03-12,Detroit Police Department,MI,Michigan
Sergeant Thomas F. Sewell,Other,1989-03-12,Southeastern Pennsylvania Transportation Authority Police Department,PA,Pennsylvania
Patrolman Richard Scott Rogiers,Gunfire,1989-03-12,Balcones Heights Police Department,TX,Texas
Police Officer Dennis M. McCarney,Heart attack,1989-03-15,Long Island Rail Road Police Department,NY,New York
Patrolman Jeffrey Bruce Olson,Vehicle pursuit,1989-03-15,Solon Police Department,OH,Ohio
Corporal Charles William Hill,Gunfire,1989-03-22,Alexandria Police Department,VA,Virginia
Chief of Police Jerry Wayne Shelton,Gunfire,1989-03-25,Cottageville Police Department,SC,South Carolina
Patrolman Gary Lee Williams,Gunfire,1989-03-27,San Antonio Police Department,TX,Texas
Detective Willis Henry Gravell,Gunfire,1989-03-28,Oro Valley Police Department,AZ,Arizona
Police Officer Jose Teodoro Gonzalez,Motorcycle accident,1989-03-28,Metro-Dade Police Department,FL,Florida
"Deputy Sheriff Hugh Ellis Thomas, Jr.",Gunfire,1989-03-28,Seminole County Sheriff's Office,FL,Florida
Detective Giles R. Landry,Gunfire,1989-03-31,Maine State Police,ME,Maine
Deputy Richard Lee Housworth,Automobile accident,1989-03-31,Juneau County Sheriff's Department,WI,Wisconsin
"Police Officer William Leo Parrish, Jr.",Gunfire,1989-04-01,Crenshaw Police Department,MS,Mississippi
Trooper Wayne David Bilheimer,Other,1989-04-12,Pennsylvania State Police,PA,Pennsylvania
Corporal Paul I. Almer,Other,1989-04-12,Pennsylvania State Police,PA,Pennsylvania
Detective Lawrence J. McCormack,Heart attack,1989-04-14,St. Louis County Police Department,MO,Missouri
Trooper First Class James Thomas Brammer,Gunfire,1989-04-15,West Virginia State Police,WV,West Virginia
Detective Norman R. Eckles,Gunfire,1989-04-20,Los Angeles Police Department,CA,California
"Patrol Deputy Thomas Edward Felton, Jr.",Other,1989-04-29,Sussex County Sheriff's Office,VA,Virginia
Policeman Luis B. Vega-Cotto,Gunfire,1989-04-30,Puerto Rico Police Department,PR,Puerto Rico
Deputy Sheriff Michael Robert Egan,Automobile accident,1989-05-02,Tulare County Sheriff's Office,CA,California
Special Agent Gary Robert Degelman,Other,1989-05-05,Illinois State Police,IL,Illinois
Patrolman Billy Doyle Patterson,Gunfire,1989-05-08,Columbia Police Department,MS,Mississippi
Patrolman Wayne Grant Henebry,Gunfire,1989-05-08,Columbia Police Department,MS,Mississippi
Captain Robert D. Widener,Automobile accident,1989-05-16,Montgomery County Sheriff's Office,AL,Alabama
Investigator Rafael E. Rivera-Hernandez,Gunfire,1989-05-16,Puerto Rico Police Department,PR,Puerto Rico
"Officer Ernest Carlyle Ricks, III",Heart attack,1989-05-17,Metropolitan Police Department,DC,District of Columbia
Patrolman Curtis E. Lobb,Heart attack,1989-05-17,Greensburg Police Department,KY,Kentucky
"Sergeant William John Kuhnle, Jr.",Vehicular assault,1989-05-21,Texas Department of Public Safety - Texas Highway Patrol,TX,Texas
Trooper Ralph George Zerda,Vehicular assault,1989-05-21,Texas Department of Public Safety - Texas Highway Patrol,TX,Texas
"Patrolman Frank Anthony Mastrangelo, Jr.",Other,1989-05-25,Fort Lauderdale Police Department,FL,Florida
"Detective Norman Lewis Eddy, Jr.",Other,1989-05-25,Fort Lauderdale Police Department,FL,Florida
Sergeant James Kidd,Automobile accident,1989-05-27,Clarke County Sheriff's Department,AL,Alabama
Patrolman Perry Floyd Patton,Gunfire,1989-05-28,Munday Police Department,TX,Texas
Trooper Milan Dexter Hendrix,Automobile accident,1989-06-01,Florida Highway Patrol,FL,Florida
Sergeant Robert L. Mondary,Heart attack,1989-06-01,Hamilton County Sheriff's Office,OH,Ohio
Police Officer Jeff B. Herman,Gunfire,1989-06-02,New York City Police Department,NY,New York
Patrol Officer Louie Gordon Mizelle,Gunfire,1989-06-06,Anchorage Police Department,AK,Alaska
"Deputy Sheriff Lawrence W. Bragg, III",Automobile accident,1989-06-06,Newberry County Sheriff's Office,SC,South Carolina
Police Officer Joseph Emmanuel Davis,Gunfire,1989-06-07,Atlanta Police Department,GA,Georgia
Lieutenant Benedict James Thomas,Struck by vehicle,1989-06-09,Florida Highway Patrol,FL,Florida
Deputy Sheriff William Mahon Banks,Automobile accident,1989-06-09,Greenville County Sheriff's Office,SC,South Carolina
Policeman Douglas Ortiz-Jusino,Gunfire,1989-06-19,Puerto Rico Police Department,PR,Puerto Rico
"Trooper Harry Mckinley Coker, Jr.",Struck by vehicle,1989-06-21,South Carolina Highway Patrol,SC,South Carolina
Deputy Sheriff Randy Robert Lutz,Motorcycle accident,1989-06-22,Riverside County Sheriff's Department,CA,California
Patrolman James Monroe McGaha,Vehicular assault,1989-06-24,Hueytown Police Department,AL,Alabama
Investigator Eugene Natale Gaiotti,Automobile accident,1989-06-25,Vermont Department of Liquor Control,VT,Vermont
Patrolman Orville Franklin Evans,Heart attack,1989-06-27,Rossville Police Department,TN,Tennessee
Trooper Stanley E. Gerling,Other,1989-06-30,Iowa State Patrol,IA,Iowa
Trooper Pilot Lance G. Dietsch,Other,1989-06-30,Iowa State Patrol,IA,Iowa
"Correctional Officer Lawrence A. ""Frank"" Kush, Jr.",Assault,1989-07-02,Illinois Department of Corrections,IL,Illinois
Deputy Sheriff Jerry Austin Register,Vehicle pursuit,1989-07-02,Upton County Sheriff's Department,TX,Texas
Deputy Sheriff Paul Edward Grubb,Gunfire,1989-07-02,Henry County Sheriff's Office,VA,Virginia
"Corporal David Wayne Lupton, Sr.",Vehicular assault,1989-07-06,Shreveport Police Department,LA,Louisiana
Patrolman Mark Anthony Williams,Gunfire,1989-07-07,Knoxville Police Department,TN,Tennessee
"Inspector Daniel C. Rivera, Jr.",Vehicle pursuit,1989-07-11,New Mexico Motor Transportation Police,NM,New Mexico
Patrolman Richard Stanley Phelps,Vehicle pursuit,1989-07-11,Lemoyne Borough Police Department,PA,Pennsylvania
Corrections Officer Antonio Alvarado,Assault,1989-07-14,Puerto Rico Department of Corrections and Rehabilitation,PR,Puerto Rico
Deputy Sheriff Carl Emanuel Vocale,Other,1989-07-15,Dona Ana County Sheriff's Department,NM,New Mexico
Special Agent Shelby Wayne Nease,Assault,1989-07-18,CSX Transportation Railroad Police Department,RR,
Correctional Officer Argentra Cotton,Other,1989-07-18,Mississippi Department of Corrections,MS,Mississippi
Lieutenant Walter Tommy Collins,Gunfire,1989-07-25,Wichita Falls Police Department,TX,Texas
Trooper Tommie Earl Owens,Other,1989-07-28,Mississippi Department of Public Safety - Highway Patrol,MS,Mississippi
Lieutenant Eugene L. Young,Heart attack,1989-07-28,Oklahoma Department of Corrections,OK,Oklahoma
Police Officer Jeffrey A. Young,Vehicular assault,1989-08-01,Kansas City Police Department,KS,Kansas
Patrolman Keith E. Neumann,Gunfire (Accidental),1989-08-03,Essex County Police Department,NJ,New Jersey
Correctional Officer Kenneth Denton,Heart attack,1989-08-03,Oklahoma Department of Corrections,OK,Oklahoma
